HITId,WorkerId,Image_1,Image_2,Similarity_Rating
3GONHBMNHVY8ULWUU3Z30HML32OZM8,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0000.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0001.png,6 - somewhat similar
3GONHBMNHVY8ULWUU3Z30HML32OZM8,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0000.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0001.png,6 - somewhat similar
3GONHBMNHVY8ULWUU3Z30HML32OZM8,A2VT76B226AKW2,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0000.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0001.png,8 - very similar
3GONHBMNHVY8ULWUU3Z30HML32OZM8,A39SK1E6IMQBD5,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0000.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0001.png,7 - mostly similar
3GONHBMNHVY8ULWUU3Z30HML32OZM8,A3SGVL69ZBJ9CP,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0000.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0001.png,7 - mostly similar
3GONHBMNHVY8ULWUU3Z30HML32OZM8,AK4ZRSQMRTXTJ,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0000.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0001.png,9 - extremely similar
3CMV9YRYP31YOO95C5V2CAJ6KZMJL6,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0009.png,8 - very similar
3CMV9YRYP31YOO95C5V2CAJ6KZMJL6,A2MSIFDLOHI1UT,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0009.png,7 - mostly similar
3CMV9YRYP31YOO95C5V2CAJ6KZMJL6,A2MV0W0ZK0T6O0,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0009.png,2 - very different
3CMV9YRYP31YOO95C5V2CAJ6KZMJL6,A2O3BUMZRA1BH5,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0009.png,6 - somewhat similar
3CMV9YRYP31YOO95C5V2CAJ6KZMJL6,A2Q0Q93MH7VY2T,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0009.png,8 - very similar
3CMV9YRYP31YOO95C5V2CAJ6KZMJL6,A2WX023TSSPBAS,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0009.png,7 - mostly similar
3CMV9YRYP31YOO95C5V2CAJ6KZMJL6,A35TUIBF05DKM4,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0009.png,9 - extremely similar
3CMV9YRYP31YOO95C5V2CAJ6KZMJL6,A3HTX8RZSPHUQT,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0009.png,9 - extremely similar
3CMV9YRYP31YOO95C5V2CAJ6KZMJL6,AOMKIN1W9AS6A,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed1445_pos0009.png,7 - mostly similar
3R16PJFTS3RX1082OYWXR8H8D2R4KX,A1IPS3LW1DG9DR,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0008.png,7 - mostly similar
3R16PJFTS3RX1082OYWXR8H8D2R4KX,A1RCPWQX6LKUNA,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0008.png,8 - very similar
3R16PJFTS3RX1082OYWXR8H8D2R4KX,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0008.png,6 - somewhat similar
3R16PJFTS3RX1082OYWXR8H8D2R4KX,A2EELTS09HUTSF,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0008.png,7 - mostly similar
3R16PJFTS3RX1082OYWXR8H8D2R4KX,A2RKE02I971RLE,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0008.png,9 - extremely similar
3R16PJFTS3RX1082OYWXR8H8D2R4KX,A3L3BQE2C0M0TF,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0008.png,8 - very similar
3R16PJFTS3RX1082OYWXR8H8D2R4KX,AQIP3DSYXEXX5,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0008.png,7 - mostly similar
3R16PJFTS3RX1082OYWXR8H8D2R4KX,AWTCGY2CL1T68,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0008.png,7 - mostly similar
3R16PJFTS3RX1082OYWXR8H8D2R4KX,AY0BYO0OQKOXM,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed112_pos0008.png,6 - somewhat similar
3VW0145YLYCIU6RQCHWHCNYVK4CJM8,A12EETVU3IGPZZ,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0008.png,8 - very similar
3VW0145YLYCIU6RQCHWHCNYVK4CJM8,A1K8Q710ZR2VBC,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0008.png,6 - somewhat similar
3VW0145YLYCIU6RQCHWHCNYVK4CJM8,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0008.png,6 - somewhat similar
3VW0145YLYCIU6RQCHWHCNYVK4CJM8,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0008.png,7 - mostly similar
3VW0145YLYCIU6RQCHWHCNYVK4CJM8,A2MV0W0ZK0T6O0,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0008.png,2 - very different
3VW0145YLYCIU6RQCHWHCNYVK4CJM8,A2POSWD0VH311O,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0008.png,7 - mostly similar
3VW0145YLYCIU6RQCHWHCNYVK4CJM8,ABJOW5Q9IZHLP,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0008.png,8 - very similar
3VW0145YLYCIU6RQCHWHCNYVK4CJM8,AOMKIN1W9AS6A,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0008.png,7 - mostly similar
3VW0145YLYCIU6RQCHWHCNYVK4CJM8,AWTCGY2CL1T68,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_celeb/seed51_pos0008.png,7 - mostly similar
